,Iso3,StartDate,EndDate,Area Code,Area,Item Code,Item,Months Code,Months,Year Code,Year,Unit,Value,Flag,Note
0,#country+code,#date+start,#date+end,,#country+name,#indicator+code,#indicator+name,,,,#date+year,#indicator+type,#indicator+value+num,,
117,ETH,2008-06-01,2008-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2008.0,2008,,46.127084,X,base year is 2015
118,ETH,2009-06-01,2009-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2009.0,2009,,44.563544,X,base year is 2015
119,ETH,2010-06-01,2010-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2010.0,2010,,44.551820,X,base year is 2015
120,ETH,2011-06-01,2011-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2011.0,2011,,64.748960,X,base year is 2015
121,ETH,2012-06-01,2012-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2012.0,2012,,81.135008,X,base year is 2015
122,ETH,2013-06-01,2013-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2013.0,2013,,84.111775,X,base year is 2015
123,ETH,2014-06-01,2014-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2014.0,2014,,89.351601,X,base year is 2015
124,ETH,2015-06-01,2015-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2015.0,2015,,100.544519,X,base year is 2015
125,ETH,2016-06-01,2016-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2016.0,2016,,107.744094,X,base year is 2015
126,ETH,2017-06-01,2017-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2017.0,2017,,117.770380,X,base year is 2015
127,ETH,2018-06-01,2018-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2018.0,2018,,134.395525,X,base year is 2015
128,ETH,2019-06-01,2019-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2019.0,2019,,161.103015,X,base year is 2015
129,ETH,2020-06-01,2020-06-30,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7006.0,June,2020.0,2020,,198.214629,X,base year is 2015
130,ETH,2000-07-01,2000-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2000.0,2000,,13.422268,F,base year is 2015
131,ETH,2001-07-01,2001-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2001.0,2001,,12.516490,X,base year is 2015
132,ETH,2002-07-01,2002-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2002.0,2002,,13.180711,X,base year is 2015
133,ETH,2003-07-01,2003-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2003.0,2003,,17.257318,X,base year is 2015
134,ETH,2004-07-01,2004-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2004.0,2004,,17.450642,X,base year is 2015
135,ETH,2005-07-01,2005-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2005.0,2005,,19.939447,X,base year is 2015
136,ETH,2006-07-01,2006-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2006.0,2006,,22.544836,X,base year is 2015
137,ETH,2007-07-01,2007-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2007.0,2007,,26.683165,X,base year is 2015
138,ETH,2008-07-01,2008-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2008.0,2008,,51.160295,X,base year is 2015
139,ETH,2009-07-01,2009-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2009.0,2009,,44.823168,X,base year is 2015
140,ETH,2010-07-01,2010-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2010.0,2010,,44.126617,X,base year is 2015
141,ETH,2011-07-01,2011-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2011.0,2011,,65.056051,X,base year is 2015
142,ETH,2012-07-01,2012-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2012.0,2012,,81.256217,X,base year is 2015
143,ETH,2013-07-01,2013-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2013.0,2013,,85.979853,X,base year is 2015
144,ETH,2014-07-01,2014-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2014.0,2014,,90.983775,X,base year is 2015
145,ETH,2015-07-01,2015-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2015.0,2015,,103.500206,X,base year is 2015
146,ETH,2016-07-01,2016-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2016.0,2016,,107.695732,X,base year is 2015
147,ETH,2017-07-01,2017-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2017.0,2017,,120.130078,X,base year is 2015
148,ETH,2018-07-01,2018-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2018.0,2018,,136.326187,X,base year is 2015
149,ETH,2019-07-01,2019-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2019.0,2019,,163.677231,X,base year is 2015
150,ETH,2020-07-01,2020-07-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7007.0,July,2020.0,2020,,204.435651,X,base year is 2015
151,ETH,2000-08-01,2000-08-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7008.0,August,2000.0,2000,,13.424861,F,base year is 2015
152,ETH,2001-08-01,2001-08-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7008.0,August,2001.0,2001,,12.524481,X,base year is 2015
153,ETH,2002-08-01,2002-08-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7008.0,August,2002.0,2002,,13.808501,X,base year is 2015
154,ETH,2003-08-01,2003-08-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7008.0,August,2003.0,2003,,17.582549,X,base year is 2015
155,ETH,2004-08-01,2004-08-31,238.0,Ethiopia,23013,"Consumer Prices, Food Indices (2015 = 100)",7008.0,August,2004.0,2004,,17.581617,X,base year is 2015
